Removal Site 1,Removal Site 2,Distance
CDN-114,AHU-202,10.06
CDN-115,AHU-202,10.9
CDN-116,AHU-202,10.61
CDN-301,AHU-202,12.44
IBI-301,AHU-202,34.48
LAC-102,AHU-202,15.78
LAC-104,AHU-202,13.32
LAC-305,AHU-202,14
LAC-306,AHU-202,16.43
LAS-321,AHU-202,19.51
LAS-323,AHU-202,24.48
LAS-325,AHU-202,22.15
LAS-326,AHU-202,21.8
LAS-327,AHU-202,21.62
LAS-328,AHU-202,22.1
LAS-329,AHU-202,19.82
LAS-330,AHU-202,21.86
LAS-333,AHU-202,22.65
MHM-105,AHU-202,16.36
MHM-106,AHU-202,16
MHM-107,AHU-202,14.1
MHM-108,AHU-202,12.31
MHM-109,AHU-202,12.2
MHM-209,AHU-202,12.58
MHM-210,AHU-202,12.33
MHM-211,AHU-202,14.92
MTN-102,AHU-202,10.82
MTN-103,AHU-202,10.81
MTN-104,AHU-202,8.26
MTN-305,AHU-202,6.76
MTN-307,AHU-202,11.18
OUT-101,AHU-202,8.79
PMR-101,AHU-202,7.77
PMR-102,AHU-202,8.84
PMR-203,AHU-202,8.42
PMR-204,AHU-202,10.62
PRF-304B,AHU-202,26.75
PRF-304C,AHU-202,26.7
PRF-304D,AHU-202,24.74
PRF-304E,AHU-202,22.93
PRF-304F,AHU-202,9.57
RDP-101,AHU-202,22.6
RDP-102,AHU-202,22.6
RDP-103,AHU-202,22.6
RDP-105,AHU-202,24.41
RDP-106,AHU-202,24.12
RDP-107,AHU-202,21.35
RDP-201,AHU-202,23.66
RDP-202,AHU-202,19.99
RDP-203,AHU-202,21.35
RPP-101,AHU-202,6.12
RPP-102,AHU-202,9.6
RPP-103,AHU-202,10.2
RPP-104,AHU-202,11.39
RPP-201,AHU-202,6.38
RPP-204,AHU-202,7.51
RPP-205,AHU-202,9.63
SLA-363,AHU-202,5.35
SLA-364,AHU-202,6.13
SLA-365,AHU-202,7.13
SLA-366,AHU-202,3.68
SLA-367,AHU-202,7.88
SLA-368,AHU-202,7.6
SLA-369,AHU-202,6.27
SLA-370,AHU-202,8.93
SLA-371,AHU-202,4.94
SLE-109,AHU-202,10.65
SLE-110,AHU-202,9.65
SLE-111,AHU-202,10.43
SLE-303,AHU-202,12.44
SLE-304,AHU-202,12.44
S-O-103,AHU-202,21.04
S-O-104,AHU-202,18.98
S-O-201A,AHU-202,17.71
S-O-201B,AHU-202,16.53
VER-310A,AHU-202,19.45
VER-310B,AHU-202,21.6
VMA-109,AHU-202,23.36
VMA-110,AHU-202,18.53
VMA-111,AHU-202,9.81
VMA-306,AHU-202,10.39
VMA-307,AHU-202,11.02
VSP-103,AHU-202,5.26
VSP-104,AHU-202,4.24
VSP-107,AHU-202,6.06
VSP-108,AHU-202,6.5
VSP-109,AHU-202,3.51
VSP-205,AHU-202,6.31
VSP-206,AHU-202,7.53
AHU-101,ANJ-101,21.45
AHU-102,ANJ-101,21.25
AHU-103,ANJ-101,21.45
AHU-104,ANJ-101,21.73
AHU-105,ANJ-101,16.62
AHU-106,ANJ-101,24.35
AHU-107,ANJ-101,15
AHU-201,ANJ-101,15.97
AHU-202,ANJ-101,17.27
ANJ-101,ANJ-101,0
ANJ-309,ANJ-101,3.97
ANJ-310,ANJ-101,8.62
ANJ-311,ANJ-101,5.27
ANJ-312,ANJ-101,5.7
CDN-111,ANJ-101,24.15
CDN-112,ANJ-101,22.23
CDN-113,ANJ-101,22.62
CDN-114,ANJ-101,20.83
CDN-115,ANJ-101,21.68
CDN-116,ANJ-101,21.38
CDN-301,ANJ-101,23.21
IBI-301,ANJ-101,45.25
LAC-102,ANJ-101,26.55
LAC-104,ANJ-101,24.1
LAC-305,ANJ-101,26.72
LAC-306,ANJ-101,27.2
LAS-321,ANJ-101,39.44
LAS-323,ANJ-101,40.9
LAS-325,ANJ-101,32.92
LAS-326,ANJ-101,32.57
LAS-327,ANJ-101,32.39
LAS-328,ANJ-101,32.87
LAS-329,ANJ-101,30.59
LAS-330,ANJ-101,32.64
LAS-333,ANJ-101,33.42
MHM-105,ANJ-101,7.9
MHM-106,ANJ-101,5.5
MHM-107,ANJ-101,8.9
MHM-108,ANJ-101,4.76
MHM-109,ANJ-101,13.63
MHM-209,ANJ-101,12.31
MHM-210,ANJ-101,12.06
MHM-211,ANJ-101,8.75
MTN-102,ANJ-101,5.67
MTN-103,ANJ-101,7.94
MTN-104,ANJ-101,7.97
MTN-305,ANJ-101,10.31
MTN-307,ANJ-101,6.06
OUT-101,ANJ-101,18.81
PMR-101,ANJ-101,14.93
PMR-102,ANJ-101,20.68
PMR-203,ANJ-101,15.18
PMR-204,ANJ-101,14.63
PRF-304B,ANJ-101,37.52
PRF-304C,ANJ-101,37.47
PRF-304D,ANJ-101,35.52
PRF-304E,ANJ-101,33.7
PRF-304F,ANJ-101,25.12
RDP-101,ANJ-101,6.81
RDP-102,ANJ-101,4.85
RDP-103,ANJ-101,6.81
RDP-105,ANJ-101,9.28
RDP-106,ANJ-101,8.99
RDP-107,ANJ-101,6.21
RDP-201,ANJ-101,5.89
RDP-202,ANJ-101,4.86
RDP-203,ANJ-101,6.21
RPP-101,ANJ-101,16.58
RPP-102,ANJ-101,12.46
RPP-103,ANJ-101,9.39
RPP-104,ANJ-101,13.04
RPP-201,ANJ-101,13.23
RPP-204,ANJ-101,12.27
RPP-205,ANJ-101,10.29
SLA-363,ANJ-101,20.91
SLA-364,ANJ-101,20.87
SLA-365,ANJ-101,22.68
SLA-366,ANJ-101,19.23
SLA-367,ANJ-101,23.43
SLA-368,ANJ-101,23.15
SLA-369,ANJ-101,21.09
SLA-370,ANJ-101,22.57
SLA-371,ANJ-101,20.15
SLE-109,ANJ-101,8.31
SLE-110,ANJ-101,9.66
SLE-111,ANJ-101,10.44
SLE-303,ANJ-101,7.47
SLE-304,ANJ-101,7.47
S-O-103,ANJ-101,31.82
S-O-104,ANJ-101,21.56
S-O-201A,ANJ-101,28.49
S-O-201B,ANJ-101,36.31
VER-310A,ANJ-101,39.37
VER-310B,ANJ-101,33.58
VMA-109,ANJ-101,20.11
VMA-110,ANJ-101,21.82
VMA-111,ANJ-101,16.92
VMA-306,ANJ-101,16.19
VMA-307,ANJ-101,16.8
VSP-103,ANJ-101,13.21
VSP-104,ANJ-101,14.35
VSP-107,ANJ-101,11.61
VSP-108,ANJ-101,14.45
VSP-109,ANJ-101,15.41
VSP-205,ANJ-101,13.03
VSP-206,ANJ-101,10.53
AHU-101,ANJ-309,17.98
AHU-102,ANJ-309,17.77
AHU-103,ANJ-309,17.98
AHU-104,ANJ-309,18.25
AHU-105,ANJ-309,13.14
AHU-106,ANJ-309,22.48
AHU-107,ANJ-309,11.52
AHU-201,ANJ-309,12.49
AHU-202,ANJ-309,13.79
ANJ-101,ANJ-309,4.13
ANJ-309,ANJ-309,0
ANJ-310,ANJ-309,3.73
ANJ-311,ANJ-309,2.68
ANJ-312,ANJ-309,5.87
CDN-111,ANJ-309,20.67
CDN-112,ANJ-309,18.76
CDN-113,ANJ-309,19.14
CDN-114,ANJ-309,17.35
CDN-115,ANJ-309,18.2
CDN-116,ANJ-309,17.9
CDN-301,ANJ-309,19.74
IBI-301,ANJ-309,41.77
LAC-102,ANJ-309,23.08
LAC-104,ANJ-309,20.62
LAC-305,ANJ-309,23.24
LAC-306,ANJ-309,23.73
LAS-321,ANJ-309,34.55
LAS-323,ANJ-309,36.02
LAS-325,ANJ-309,27.17
LAS-326,ANJ-309,26.9
LAS-327,ANJ-309,25.68
LAS-328,ANJ-309,25.53
LAS-329,ANJ-309,24.66
LAS-330,ANJ-309,26.96
LAS-333,ANJ-309,28.05
MHM-105,ANJ-309,3.02
MHM-106,ANJ-309,2.66
MHM-107,ANJ-309,4.01
MHM-108,ANJ-309,2.16
MHM-109,ANJ-309,8.74
MHM-209,ANJ-309,7.43
MHM-210,ANJ-309,7.18
MHM-211,ANJ-309,3.87
MTN-102,ANJ-309,5.84
MTN-103,ANJ-309,7.74
MTN-104,ANJ-309,8.14
MTN-305,ANJ-309,9
MTN-307,ANJ-309,6.22
OUT-101,ANJ-309,15.33
PMR-101,ANJ-309,11.46
PMR-102,ANJ-309,17.2
PMR-203,ANJ-309,11.71
PMR-204,ANJ-309,10.09
PRF-304B,ANJ-309,34.04
PRF-304C,ANJ-309,33.99
PRF-304D,ANJ-309,32.04
PRF-304E,ANJ-309,30.23
PRF-304F,ANJ-309,21.65
RDP-101,ANJ-309,7.09
RDP-102,ANJ-309,5.13
RDP-103,ANJ-309,7.09
RDP-105,ANJ-309,14.07
RDP-106,ANJ-309,13.79
RDP-107,ANJ-309,11.01
RDP-201,ANJ-309,6.19
RDP-202,ANJ-309,9.65
RDP-203,ANJ-309,11.01
RPP-101,ANJ-309,13.1
RPP-102,ANJ-309,8.98
RPP-103,ANJ-309,5.9
RPP-104,ANJ-309,8.15
RPP-201,ANJ-309,9.75
RPP-204,ANJ-309,8.8
RPP-205,ANJ-309,6.81
SLA-363,ANJ-309,17.43
SLA-364,ANJ-309,17.39
SLA-365,ANJ-309,19.2
SLA-366,ANJ-309,15.75
SLA-367,ANJ-309,19.95
SLA-368,ANJ-309,19.67
SLA-369,ANJ-309,17.61
SLA-370,ANJ-309,19.1
SLA-371,ANJ-309,16.68
SLE-109,ANJ-309,4.83
SLE-110,ANJ-309,8.02
SLE-111,ANJ-309,8.8
SLE-303,ANJ-309,3.86
SLE-304,ANJ-309,3.86
S-O-103,ANJ-309,26.04
S-O-104,ANJ-309,16.68
S-O-201A,ANJ-309,24.49
S-O-201B,ANJ-309,31.42
VER-310A,ANJ-309,34.49
VER-310B,ANJ-309,28.7
VMA-109,ANJ-309,15.23
VMA-110,ANJ-309,16.93
VMA-111,ANJ-309,12.04
VMA-306,ANJ-309,11.3
VMA-307,ANJ-309,11.92
VSP-103,ANJ-309,9.73
VSP-104,ANJ-309,10.87
VSP-107,ANJ-309,8.13
VSP-108,ANJ-309,10.97
VSP-109,ANJ-309,11.93
VSP-205,ANJ-309,9.55
VSP-206,ANJ-309,7.05
AHU-101,ANJ-310,18.4
AHU-102,ANJ-310,18.2
AHU-103,ANJ-310,18.4
AHU-104,ANJ-310,18.68
AHU-105,ANJ-310,13.57
AHU-106,ANJ-310,23.47
AHU-107,ANJ-310,11.95
AHU-201,ANJ-310,12.92
AHU-202,ANJ-310,14.22
ANJ-101,ANJ-310,6.92
ANJ-309,ANJ-310,3.95
ANJ-310,ANJ-310,0
ANJ-311,ANJ-310,3.99
ANJ-312,ANJ-310,6.86
CDN-111,ANJ-310,21.1
CDN-112,ANJ-310,19.18
CDN-113,ANJ-310,19.57
CDN-114,ANJ-310,17.78
CDN-115,ANJ-310,18.63
CDN-116,ANJ-310,18.33
CDN-301,ANJ-310,20.16
IBI-301,ANJ-310,42.2
LAC-102,ANJ-310,23.5
LAC-104,ANJ-310,21.05
LAC-305,ANJ-310,23.67
LAC-306,ANJ-310,24.15
LAS-321,ANJ-310,23.37
LAS-323,ANJ-310,24.88
LAS-325,ANJ-310,25.51
LAS-326,ANJ-310,25.19
LAS-327,ANJ-310,24.03
LAS-328,ANJ-310,23.83
LAS-329,ANJ-310,23
LAS-330,ANJ-310,25.25
LAS-333,ANJ-310,26.08
MHM-105,ANJ-310,3.57
MHM-106,ANJ-310,2.51
MHM-107,ANJ-310,0.71
MHM-108,ANJ-310,2.82
MHM-109,ANJ-310,7.02
MHM-209,ANJ-310,5.71
MHM-210,ANJ-310,5.45
MHM-211,ANJ-310,1.51
MTN-102,ANJ-310,6.83
MTN-103,ANJ-310,8.73
MTN-104,ANJ-310,9.13
MTN-305,ANJ-310,9.51
MTN-307,ANJ-310,7.21
OUT-101,ANJ-310,15.76
PMR-101,ANJ-310,9.12
PMR-102,ANJ-310,12.57
PMR-203,ANJ-310,9.37
PMR-204,ANJ-310,8.37
PRF-304B,ANJ-310,34.47
PRF-304C,ANJ-310,34.42
PRF-304D,ANJ-310,32.47
PRF-304E,ANJ-310,30.65
PRF-304F,ANJ-310,22.08
RDP-101,ANJ-310,11.2
RDP-102,ANJ-310,8.37
RDP-103,ANJ-310,11.2
RDP-105,ANJ-310,15.06
RDP-106,ANJ-310,14.78
RDP-107,ANJ-310,12
RDP-201,ANJ-310,10.32
RDP-202,ANJ-310,10.64
RDP-203,ANJ-310,12
RPP-101,ANJ-310,13.53
RPP-102,ANJ-310,6.34
RPP-103,ANJ-310,4.42
RPP-104,ANJ-310,6.43
RPP-201,ANJ-310,10.18
RPP-204,ANJ-310,9.22
RPP-205,ANJ-310,7.13
SLA-363,ANJ-310,17.86
SLA-364,ANJ-310,17.82
SLA-365,ANJ-310,19.63
SLA-366,ANJ-310,16.18
SLA-367,ANJ-310,20.38
SLA-368,ANJ-310,20.1
SLA-369,ANJ-310,18.04
SLA-370,ANJ-310,19.52
SLA-371,ANJ-310,17.1
SLE-109,ANJ-310,5.15
SLE-110,ANJ-310,8.53
SLE-111,ANJ-310,9.31
SLE-303,ANJ-310,4.42
SLE-304,ANJ-310,4.42
S-O-103,ANJ-310,24.34
S-O-104,ANJ-310,15.02
S-O-201A,ANJ-310,22.79
S-O-201B,ANJ-310,19.99
VER-310A,ANJ-310,23.31
VER-310B,ANJ-310,19
VMA-109,ANJ-310,13.57
VMA-110,ANJ-310,15.28
VMA-111,ANJ-310,10.32
VMA-306,ANJ-310,9.58
VMA-307,ANJ-310,10.2
VSP-103,ANJ-310,10.16
VSP-104,ANJ-310,11.3
VSP-107,ANJ-310,8.56
VSP-108,ANJ-310,11.4
VSP-109,ANJ-310,12.36
VSP-205,ANJ-310,9.98
VSP-206,ANJ-310,7.48
AHU-101,ANJ-311,17.16
AHU-102,ANJ-311,16.95
AHU-103,ANJ-311,17.16
AHU-104,ANJ-311,17.43
AHU-105,ANJ-311,12.32
AHU-106,ANJ-311,20.91
AHU-107,ANJ-311,10.7
AHU-201,ANJ-311,11.67
AHU-202,ANJ-311,12.97
ANJ-101,ANJ-311,4.79
ANJ-309,ANJ-311,4.77
ANJ-310,ANJ-311,4.23
ANJ-311,ANJ-311,0
ANJ-312,ANJ-311,4.28
CDN-111,ANJ-311,19.85
CDN-112,ANJ-311,17.94
CDN-113,ANJ-311,18.32
CDN-114,ANJ-311,16.53
CDN-115,ANJ-311,17.38
CDN-116,ANJ-311,17.09
CDN-301,ANJ-311,18.92
IBI-301,ANJ-311,40.96
LAC-102,ANJ-311,22.26
LAC-104,ANJ-311,19.8
LAC-305,ANJ-311,22.42
LAC-306,ANJ-311,22.91
LAS-321,ANJ-311,38.99
LAS-323,ANJ-311,30.96
LAS-325,ANJ-311,28.63
LAS-326,ANJ-311,28.28
LAS-327,ANJ-311,28.1
LAS-328,ANJ-311,28.57
LAS-329,ANJ-311,26.29
LAS-330,ANJ-311,28.34
LAS-333,ANJ-311,29.12
MHM-105,ANJ-311,7.46
MHM-106,ANJ-311,6.3
MHM-107,ANJ-311,3.97
MHM-108,ANJ-311,1.6
MHM-109,ANJ-311,9.41
MHM-209,ANJ-311,8.18
MHM-210,ANJ-311,7.89
MHM-211,ANJ-311,4.04
MTN-102,ANJ-311,4.25
MTN-103,ANJ-311,6.15
MTN-104,ANJ-311,6.56
MTN-305,ANJ-311,7.42
MTN-307,ANJ-311,4.64
OUT-101,ANJ-311,14.51
PMR-101,ANJ-311,10.64
PMR-102,ANJ-311,16.38
PMR-203,ANJ-311,10.89
PMR-204,ANJ-311,10.33
PRF-304B,ANJ-311,33.22
PRF-304C,ANJ-311,33.18
PRF-304D,ANJ-311,31.22
PRF-304E,ANJ-311,29.41
PRF-304F,ANJ-311,20.83
RDP-101,ANJ-311,8.63
RDP-102,ANJ-311,6.06
RDP-103,ANJ-311,8.63
RDP-105,ANJ-311,12.94
RDP-106,ANJ-311,12.65
RDP-107,ANJ-311,9.88
RDP-201,ANJ-311,7.12
RDP-202,ANJ-311,8.52
RDP-203,ANJ-311,9.88
RPP-101,ANJ-311,12.29
RPP-102,ANJ-311,8.16
RPP-103,ANJ-311,5.09
RPP-104,ANJ-311,7.61
RPP-201,ANJ-311,8.94
RPP-204,ANJ-311,7.98
RPP-205,ANJ-311,5.99
SLA-363,ANJ-311,16.61
SLA-364,ANJ-311,16.57
SLA-365,ANJ-311,18.39
SLA-366,ANJ-311,14.93
SLA-367,ANJ-311,19.13
SLA-368,ANJ-311,18.85
SLA-369,ANJ-311,16.79
SLA-370,ANJ-311,18.28
SLA-371,ANJ-311,15.86
SLE-109,ANJ-311,4.01
SLE-110,ANJ-311,6.45
SLE-111,ANJ-311,7.23
SLE-303,ANJ-311,2.29
SLE-304,ANJ-311,2.29
S-O-103,ANJ-311,27.52
S-O-104,ANJ-311,21.12
S-O-201A,ANJ-311,24.19
S-O-201B,ANJ-311,23.01
VER-310A,ANJ-311,38.93
VER-310B,ANJ-311,33.14
VMA-109,ANJ-311,19.67
VMA-110,ANJ-311,21.38
VMA-111,ANJ-311,12.79
VMA-306,ANJ-311,12.05
VMA-307,ANJ-311,12.67
VSP-103,ANJ-311,8.91
VSP-104,ANJ-311,10.05
VSP-107,ANJ-311,7.32
VSP-108,ANJ-311,10.15
VSP-109,ANJ-311,11.12
VSP-205,ANJ-311,8.06
VSP-206,ANJ-311,6.23
AHU-101,ANJ-312,25.94
AHU-102,ANJ-312,25.73
AHU-103,ANJ-312,25.94
AHU-104,ANJ-312,12.54
AHU-105,ANJ-312,11.44
AHU-106,ANJ-312,17.88
AHU-107,ANJ-312,10.58
AHU-201,ANJ-312,9.38
AHU-202,ANJ-312,10.68
ANJ-101,ANJ-312,6.68
ANJ-309,ANJ-312,5.8
ANJ-310,ANJ-312,6.5
ANJ-311,ANJ-312,2.81
ANJ-312,ANJ-312,0
CDN-111,ANJ-312,23.17
CDN-112,ANJ-312,21.26
CDN-113,ANJ-312,21.64
CDN-114,ANJ-312,19.85
CDN-115,ANJ-312,20.7
CDN-116,ANJ-312,20.41
CDN-301,ANJ-312,22.24
IBI-301,ANJ-312,44.28
LAC-102,ANJ-312,25.58
LAC-104,ANJ-312,23.12
LAC-305,ANJ-312,35.64
LAC-306,ANJ-312,26.23
LAS-321,ANJ-312,38.66
LAS-323,ANJ-312,40.12
LAS-325,ANJ-312,31.95
LAS-326,ANJ-312,31.6
LAS-327,ANJ-312,31.42
LAS-328,ANJ-312,31.89
LAS-329,ANJ-312,29.61
LAS-330,ANJ-312,31.66
LAS-333,ANJ-312,32.44
MHM-105,ANJ-312,7.12
MHM-106,ANJ-312,6.76
MHM-107,ANJ-312,8.12
MHM-108,ANJ-312,4.07
MHM-109,ANJ-312,12.85
MHM-209,ANJ-312,11.53
MHM-210,ANJ-312,11.28
MHM-211,ANJ-312,7.97
MTN-102,ANJ-312,0.03
MTN-103,ANJ-312,3.12
MTN-104,ANJ-312,2.97
MTN-305,ANJ-312,4.94
MTN-307,ANJ-312,1.05
OUT-101,ANJ-312,17.83
PMR-101,ANJ-312,13.96
PMR-102,ANJ-312,19.7
PMR-203,ANJ-312,14.21
PMR-204,ANJ-312,13.65
PRF-304B,ANJ-312,36.54
PRF-304C,ANJ-312,36.5
PRF-304D,ANJ-312,38.16
PRF-304E,ANJ-312,36.19
PRF-304F,ANJ-312,33.37
RDP-101,ANJ-312,5.6
RDP-102,ANJ-312,3.65
RDP-103,ANJ-312,5.6
RDP-105,ANJ-312,14.82
RDP-106,ANJ-312,14.53
RDP-107,ANJ-312,10.29
RDP-201,ANJ-312,4.7
RDP-202,ANJ-312,7.73
RDP-203,ANJ-312,10.29
RPP-101,ANJ-312,15.61
RPP-102,ANJ-312,11.48
RPP-103,ANJ-312,6.68
RPP-104,ANJ-312,9.42
RPP-201,ANJ-312,12.26
RPP-204,ANJ-312,11.3
RPP-205,ANJ-312,7.73
SLA-363,ANJ-312,26.41
SLA-364,ANJ-312,19.89
SLA-365,ANJ-312,21.71
SLA-366,ANJ-312,18.25
SLA-367,ANJ-312,26.79
SLA-368,ANJ-312,22.17
SLA-369,ANJ-312,20.11
SLA-370,ANJ-312,21.6
SLA-371,ANJ-312,19.18
SLE-109,ANJ-312,5.38
SLE-110,ANJ-312,3.96
SLE-111,ANJ-312,4.74
SLE-303,ANJ-312,3.14
SLE-304,ANJ-312,3.14
S-O-103,ANJ-312,30.84
S-O-104,ANJ-312,20.78
S-O-201A,ANJ-312,27.51
S-O-201B,ANJ-312,35.53
VER-310A,ANJ-312,38.59
VER-310B,ANJ-312,32.8
VMA-109,ANJ-312,19.33
VMA-110,ANJ-312,21.04
VMA-111,ANJ-312,16.14
VMA-306,ANJ-312,15.41
VMA-307,ANJ-312,16.02
VSP-103,ANJ-312,12.23
VSP-104,ANJ-312,8.62
VSP-107,ANJ-312,10.64
VSP-108,ANJ-312,13.47
VSP-109,ANJ-312,14.44
VSP-205,ANJ-312,5.57
VSP-206,ANJ-312,9.55
AHU-101,CDN-111,14.19
AHU-102,CDN-111,13.98
AHU-103,CDN-111,14.19
AHU-104,CDN-111,14.46
AHU-105,CDN-111,11.92
AHU-106,CDN-111,18.62
AHU-107,CDN-111,12.58
AHU-201,CDN-111,15.21
AHU-202,CDN-111,14.18
ANJ-101,CDN-111,23.11
ANJ-309,CDN-111,21.88
ANJ-310,CDN-111,21.21
ANJ-311,CDN-111,18.85
ANJ-312,CDN-111,21.32
CDN-111,CDN-111,0
CDN-112,CDN-111,2.81
CDN-113,CDN-111,3.16
CDN-114,CDN-111,5.27
CDN-115,CDN-111,6.12
CDN-116,CDN-111,5.82
CDN-301,CDN-111,2.96
IBI-301,CDN-111,32.24
LAC-102,CDN-111,12.23
LAC-104,CDN-111,11.08
LAC-305,CDN-111,13.7
LAC-306,CDN-111,14.19
LAS-321,CDN-111,6.56
LAS-323,CDN-111,8.03
LAS-325,CDN-111,8.26
LAS-326,CDN-111,7.99
LAS-327,CDN-111,6.78
LAS-328,CDN-111,7.63
LAS-329,CDN-111,5.75
LAS-330,CDN-111,8.05
LAS-333,CDN-111,9.01
MHM-105,CDN-111,17.35
MHM-106,CDN-111,18.28
MHM-107,CDN-111,18.41
MHM-108,CDN-111,19.16
MHM-109,CDN-111,11.17
MHM-209,CDN-111,12.98
MHM-210,CDN-111,13.23
MHM-211,CDN-111,17.45
MTN-102,CDN-111,22.71
MTN-103,CDN-111,24.61
MTN-104,CDN-111,20.99
MTN-305,CDN-111,18.1
MTN-307,CDN-111,23.09
OUT-101,CDN-111,7.59
PMR-101,CDN-111,11.73
PMR-102,CDN-111,6.59
PMR-203,CDN-111,12.51
PMR-204,CDN-111,11.39
PRF-304B,CDN-111,24.5
PRF-304C,CDN-111,24.46
PRF-304D,CDN-111,22.5
PRF-304E,CDN-111,20.69
PRF-304F,CDN-111,16.26
RDP-101,CDN-111,27.09
RDP-102,CDN-111,24.56
RDP-103,CDN-111,27.09
RDP-105,CDN-111,31.25
RDP-106,CDN-111,30.97
RDP-107,CDN-111,28.19
RDP-201,CDN-111,26.51
RDP-202,CDN-111,26.83
RDP-203,CDN-111,28.19
RPP-101,CDN-111,9.84
RPP-102,CDN-111,13.86
RPP-103,CDN-111,17.04
RPP-104,CDN-111,14.17
RPP-201,CDN-111,14.2
RPP-204,CDN-111,14.42
RPP-205,CDN-111,16.47
SLA-363,CDN-111,10.98
SLA-364,CDN-111,7.89
SLA-365,CDN-111,12.13
SLA-366,CDN-111,11.96
SLA-367,CDN-111,16.16
SLA-368,CDN-111,16.56
SLA-369,CDN-111,8.11
SLA-370,CDN-111,9.56
SLA-371,CDN-111,10.64
SLE-109,CDN-111,17.49
SLE-110,CDN-111,19.14
SLE-111,CDN-111,19.91
SLE-303,CDN-111,19.28
SLE-304,CDN-111,19.28
S-O-103,CDN-111,6.27
S-O-104,CDN-111,5.89
S-O-201A,CDN-111,4.76
S-O-201B,CDN-111,3.58
VER-310A,CDN-111,6.5
VER-310B,CDN-111,8.64
VMA-109,CDN-111,10.27
VMA-110,CDN-111,5.44
VMA-111,CDN-111,5.65
VMA-306,CDN-111,8.79
VMA-307,CDN-111,8.59
VSP-103,CDN-111,13.22
VSP-104,CDN-111,14.95
VSP-107,CDN-111,12.96
VSP-108,CDN-111,14.46
VSP-109,CDN-111,10.26
VSP-205,CDN-111,16.72
VSP-206,CDN-111,13.72
AHU-101,CDN-112,12.47
AHU-102,CDN-112,12.26
AHU-103,CDN-112,12.47
AHU-104,CDN-112,12.74
AHU-105,CDN-112,10.2
AHU-106,CDN-112,16.9
AHU-107,CDN-112,10.86
AHU-201,CDN-112,13.49
AHU-202,CDN-112,12.46
ANJ-101,CDN-112,21.39
ANJ-309,CDN-112,20.16
ANJ-310,CDN-112,19.49
ANJ-311,CDN-112,17.13
ANJ-312,CDN-112,19.6
CDN-111,CDN-112,2.28
CDN-112,CDN-112,0
CDN-113,CDN-112,1
CDN-114,CDN-112,2.43
CDN-115,CDN-112,4.4
CDN-116,CDN-112,4.1
CDN-301,CDN-112,1.65
IBI-301,CDN-112,30.52
LAC-102,CDN-112,11.82
LAC-104,CDN-112,9.36
LAC-305,CDN-112,11.98
LAC-306,CDN-112,12.47
LAS-321,CDN-112,8.42
LAS-323,CDN-112,9.89
LAS-325,CDN-112,10.11
LAS-326,CDN-112,9.84
LAS-327,CDN-112,8.62
LAS-328,CDN-112,9.84
LAS-329,CDN-112,7.6
LAS-330,CDN-112,9.9
LAS-333,CDN-112,12.36
MHM-105,CDN-112,21.48
MHM-106,CDN-112,21.12
MHM-107,CDN-112,19.22
MHM-108,CDN-112,17.44
MHM-109,CDN-112,13.27
MHM-209,CDN-112,14.98
MHM-210,CDN-112,15.23
MHM-211,CDN-112,19.45
MTN-102,CDN-112,20.99
MTN-103,CDN-112,22.89
MTN-104,CDN-112,19.27
MTN-305,CDN-112,16.39
MTN-307,CDN-112,21.38
OUT-101,CDN-112,5.87
PMR-101,CDN-112,7.44
PMR-102,CDN-112,5.85
PMR-203,CDN-112,8.08
PMR-204,CDN-112,13.39
PRF-304B,CDN-112,22.79
PRF-304C,CDN-112,22.74
PRF-304D,CDN-112,20.78
PRF-304E,CDN-112,18.97
PRF-304F,CDN-112,14.54
RDP-101,CDN-112,25.37
RDP-102,CDN-112,22.84
RDP-103,CDN-112,25.37
RDP-105,CDN-112,29.53
RDP-106,CDN-112,29.25
RDP-107,CDN-112,26.47
RDP-201,CDN-112,24.79
RDP-202,CDN-112,25.11
RDP-203,CDN-112,26.47
RPP-101,CDN-112,8.12
RPP-102,CDN-112,14.72
RPP-103,CDN-112,15.32
RPP-104,CDN-112,16.17
RPP-201,CDN-112,12.48
RPP-204,CDN-112,12.7
RPP-205,CDN-112,14.76
SLA-363,CDN-112,9.26
SLA-364,CDN-112,6.17
SLA-365,CDN-112,10.41
SLA-366,CDN-112,10.24
SLA-367,CDN-112,11.23
SLA-368,CDN-112,14.84
SLA-369,CDN-112,6.39
SLA-370,CDN-112,7.84
SLA-371,CDN-112,8.92
SLE-109,CDN-112,15.77
SLE-110,CDN-112,17.42
SLE-111,CDN-112,18.19
SLE-303,CDN-112,17.56
SLE-304,CDN-112,17.56
S-O-103,CDN-112,8.11
S-O-104,CDN-112,7.89
S-O-201A,CDN-112,6.62
S-O-201B,CDN-112,5.44
VER-310A,CDN-112,8.36
VER-310B,CDN-112,11.68
VMA-109,CDN-112,12.27
VMA-110,CDN-112,7.44
VMA-111,CDN-112,6.39
VMA-306,CDN-112,10.79
VMA-307,CDN-112,10.59
VSP-103,CDN-112,11.5
VSP-104,CDN-112,13.23
VSP-107,CDN-112,11.24
VSP-108,CDN-112,12.74
VSP-109,CDN-112,8.54
VSP-205,CDN-112,15
VSP-206,CDN-112,12
AHU-101,CDN-113,12.98
AHU-102,CDN-113,12.77
AHU-103,CDN-113,12.98
AHU-104,CDN-113,13.25
AHU-105,CDN-113,10.71
AHU-106,CDN-113,17.41
