Removal Site 1,Removal Site 2,Distance
VSP-206,SLE-111,4.78
AHU-101,SLE-303,15.8
AHU-102,SLE-303,15.59
AHU-103,SLE-303,15.8
AHU-104,SLE-303,16.07
AHU-105,SLE-303,9.91
AHU-106,SLE-303,21.48
AHU-107,SLE-303,9.34
AHU-201,SLE-303,10.31
AHU-202,SLE-303,11.42
ANJ-101,SLE-303,5.24
ANJ-309,SLE-303,4
ANJ-310,SLE-303,3.37
ANJ-311,SLE-303,0.63
ANJ-312,SLE-303,3.1
CDN-111,SLE-303,18.49
CDN-112,SLE-303,16.58
CDN-113,SLE-303,16.96
CDN-114,SLE-303,15.17
CDN-115,SLE-303,16.02
CDN-116,SLE-303,15.73
CDN-301,SLE-303,17.56
IBI-301,SLE-303,39.6
LAC-102,SLE-303,20.9
LAC-104,SLE-303,18.44
LAC-305,SLE-303,21.06
LAC-306,SLE-303,21.55
LAS-321,SLE-303,36.86
LAS-323,SLE-303,38.33
LAS-325,SLE-303,27.27
LAS-326,SLE-303,26.92
LAS-327,SLE-303,26.74
LAS-328,SLE-303,27.21
LAS-329,SLE-303,24.93
LAS-330,SLE-303,26.98
LAS-333,SLE-303,27.76
MHM-105,SLE-303,5.33
MHM-106,SLE-303,4.97
MHM-107,SLE-303,3.1
MHM-108,SLE-303,1.32
MHM-109,SLE-303,8.22
MHM-209,SLE-303,6.91
MHM-210,SLE-303,6.65
MHM-211,SLE-303,3.93
MTN-102,SLE-303,3.13
MTN-103,SLE-303,6.73
MTN-104,SLE-303,5.03
MTN-305,SLE-303,6.17
MTN-307,SLE-303,4.15
OUT-101,SLE-303,13.15
PMR-101,SLE-303,9.28
PMR-102,SLE-303,13.63
PMR-203,SLE-303,9.53
PMR-204,SLE-303,8.97
PRF-304B,SLE-303,31.86
PRF-304C,SLE-303,31.82
PRF-304D,SLE-303,29.86
PRF-304E,SLE-303,28.05
PRF-304F,SLE-303,23.62
RDP-101,SLE-303,9.21
RDP-102,SLE-303,6.68
RDP-103,SLE-303,9.21
RDP-105,SLE-303,13.38
RDP-106,SLE-303,13.09
RDP-107,SLE-303,10.32
RDP-201,SLE-303,8.63
RDP-202,SLE-303,8.96
RDP-203,SLE-303,10.32
RPP-101,SLE-303,10.93
RPP-102,SLE-303,6.81
RPP-103,SLE-303,3.73
RPP-104,SLE-303,6.29
RPP-201,SLE-303,7.58
RPP-204,SLE-303,6.62
RPP-205,SLE-303,4.63
SLA-363,SLE-303,15.25
SLA-364,SLE-303,15.21
SLA-365,SLE-303,17.03
SLA-366,SLE-303,13.57
SLA-367,SLE-303,17.78
SLA-368,SLE-303,17.49
SLA-369,SLE-303,15.43
SLA-370,SLE-303,16.92
SLA-371,SLE-303,14.5
SLE-109,SLE-303,2.65
SLE-110,SLE-303,5.19
SLE-111,SLE-303,5.97
SLE-303,SLE-303,0
SLE-304,SLE-303,0
S-O-103,SLE-303,26.16
S-O-104,SLE-303,18.99
S-O-201A,SLE-303,22.83
S-O-201B,SLE-303,24
VER-310A,SLE-303,36.8
VER-310B,SLE-303,31
VMA-109,SLE-303,17.53
VMA-110,SLE-303,19.24
VMA-111,SLE-303,11.52
VMA-306,SLE-303,10.78
VMA-307,SLE-303,11.4
VSP-103,SLE-303,7.55
VSP-104,SLE-303,8.69
VSP-107,SLE-303,5.96
VSP-108,SLE-303,8.79
VSP-109,SLE-303,9.76
VSP-205,SLE-303,6.81
VSP-206,SLE-303,4.88
AHU-101,SLE-304,15.8
AHU-102,SLE-304,15.59
AHU-103,SLE-304,15.8
AHU-104,SLE-304,16.07
AHU-105,SLE-304,9.91
AHU-106,SLE-304,21.48
AHU-107,SLE-304,9.34
AHU-201,SLE-304,10.31
AHU-202,SLE-304,11.42
ANJ-101,SLE-304,5.24
ANJ-309,SLE-304,4
ANJ-310,SLE-304,3.37
ANJ-311,SLE-304,0.63
ANJ-312,SLE-304,3.1
CDN-111,SLE-304,18.49
CDN-112,SLE-304,16.58
CDN-113,SLE-304,16.96
CDN-114,SLE-304,15.17
CDN-115,SLE-304,16.02
CDN-116,SLE-304,15.73
CDN-301,SLE-304,17.56
IBI-301,SLE-304,39.6
LAC-102,SLE-304,20.9
LAC-104,SLE-304,18.44
LAC-305,SLE-304,21.06
LAC-306,SLE-304,21.55
LAS-321,SLE-304,36.86
LAS-323,SLE-304,38.33
LAS-325,SLE-304,27.27
LAS-326,SLE-304,26.92
LAS-327,SLE-304,26.74
LAS-328,SLE-304,27.21
LAS-329,SLE-304,24.93
LAS-330,SLE-304,26.98
LAS-333,SLE-304,27.76
MHM-105,SLE-304,5.33
MHM-106,SLE-304,4.97
MHM-107,SLE-304,3.1
MHM-108,SLE-304,1.32
MHM-109,SLE-304,8.22
MHM-209,SLE-304,6.91
MHM-210,SLE-304,6.65
MHM-211,SLE-304,3.93
MTN-102,SLE-304,3.13
MTN-103,SLE-304,6.73
MTN-104,SLE-304,5.03
MTN-305,SLE-304,6.17
MTN-307,SLE-304,4.15
OUT-101,SLE-304,13.15
PMR-101,SLE-304,9.28
PMR-102,SLE-304,13.63
PMR-203,SLE-304,9.53
PMR-204,SLE-304,8.97
PRF-304B,SLE-304,31.86
PRF-304C,SLE-304,31.82
PRF-304D,SLE-304,29.86
PRF-304E,SLE-304,28.05
PRF-304F,SLE-304,23.62
RDP-101,SLE-304,9.21
RDP-102,SLE-304,6.68
RDP-103,SLE-304,9.21
RDP-105,SLE-304,13.38
RDP-106,SLE-304,13.09
RDP-107,SLE-304,10.32
RDP-201,SLE-304,8.63
RDP-202,SLE-304,8.96
RDP-203,SLE-304,10.32
RPP-101,SLE-304,10.93
RPP-102,SLE-304,6.81
RPP-103,SLE-304,3.73
RPP-104,SLE-304,6.29
RPP-201,SLE-304,7.58
RPP-204,SLE-304,6.62
RPP-205,SLE-304,4.63
SLA-363,SLE-304,15.25
SLA-364,SLE-304,15.21
SLA-365,SLE-304,17.03
SLA-366,SLE-304,13.57
SLA-367,SLE-304,17.78
SLA-368,SLE-304,17.49
SLA-369,SLE-304,15.43
SLA-370,SLE-304,16.92
SLA-371,SLE-304,14.5
SLE-109,SLE-304,2.65
SLE-110,SLE-304,5.19
SLE-111,SLE-304,5.97
SLE-303,SLE-304,0
SLE-304,SLE-304,0
S-O-103,SLE-304,26.16
S-O-104,SLE-304,18.99
S-O-201A,SLE-304,22.83
S-O-201B,SLE-304,24
VER-310A,SLE-304,36.8
VER-310B,SLE-304,31
VMA-109,SLE-304,17.53
VMA-110,SLE-304,19.24
VMA-111,SLE-304,11.52
VMA-306,SLE-304,10.78
VMA-307,SLE-304,11.4
VSP-103,SLE-304,7.55
VSP-104,SLE-304,8.69
VSP-107,SLE-304,5.96
VSP-108,SLE-304,8.79
VSP-109,SLE-304,9.76
VSP-205,SLE-304,6.81
VSP-206,SLE-304,4.88
AHU-101,S-O-103,19.18
AHU-102,S-O-103,18.97
AHU-103,S-O-103,19.18
AHU-104,S-O-103,19.45
AHU-105,S-O-103,16.91
AHU-106,S-O-103,23.61
AHU-107,S-O-103,17.58
AHU-201,S-O-103,20.2
AHU-202,S-O-103,19.17
ANJ-101,S-O-103,28.1
ANJ-309,S-O-103,26.87
ANJ-310,S-O-103,26.2
ANJ-311,S-O-103,23.84
ANJ-312,S-O-103,27.73
CDN-111,S-O-103,5.21
CDN-112,S-O-103,7.8
CDN-113,S-O-103,8.15
CDN-114,S-O-103,10.26
CDN-115,S-O-103,11.11
CDN-116,S-O-103,10.81
CDN-301,S-O-103,5.26
IBI-301,S-O-103,31.43
LAC-102,S-O-103,9.32
LAC-104,S-O-103,11.62
LAC-305,S-O-103,12.73
LAC-306,S-O-103,9.11
LAS-321,S-O-103,6.26
LAS-323,S-O-103,7.28
LAS-325,S-O-103,5.35
LAS-326,S-O-103,5.08
LAS-327,S-O-103,3.87
LAS-328,S-O-103,4.7
LAS-329,S-O-103,2.84
LAS-330,S-O-103,5.14
LAS-333,S-O-103,6.1
MHM-105,S-O-103,20.77
MHM-106,S-O-103,21.71
MHM-107,S-O-103,21.83
MHM-108,S-O-103,24.15
MHM-109,S-O-103,14.69
MHM-209,S-O-103,16.4
MHM-210,S-O-103,16.65
MHM-211,S-O-103,20.87
MTN-102,S-O-103,27.7
MTN-103,S-O-103,29.6
MTN-104,S-O-103,25.98
MTN-305,S-O-103,23.1
MTN-307,S-O-103,28.09
OUT-101,S-O-103,12.58
PMR-101,S-O-103,16.82
PMR-102,S-O-103,11.51
PMR-203,S-O-103,15.93
PMR-204,S-O-103,14.81
PRF-304B,S-O-103,23.69
PRF-304C,S-O-103,24.55
PRF-304D,S-O-103,24.5
PRF-304E,S-O-103,21.37
PRF-304F,S-O-103,18.11
RDP-101,S-O-103,32.08
RDP-102,S-O-103,29.55
RDP-103,S-O-103,32.08
RDP-105,S-O-103,36.25
RDP-106,S-O-103,35.96
RDP-107,S-O-103,33.18
RDP-201,S-O-103,31.5
RDP-202,S-O-103,31.83
RDP-203,S-O-103,33.18
RPP-101,S-O-103,14.84
RPP-102,S-O-103,17.38
RPP-103,S-O-103,22.03
RPP-104,S-O-103,17.6
RPP-201,S-O-103,19.19
RPP-204,S-O-103,19.41
RPP-205,S-O-103,21.47
SLA-363,S-O-103,15.97
SLA-364,S-O-103,12.88
SLA-365,S-O-103,19.79
SLA-366,S-O-103,16.95
SLA-367,S-O-103,19.25
SLA-368,S-O-103,18.42
SLA-369,S-O-103,13.1
SLA-370,S-O-103,14.55
SLA-371,S-O-103,15.63
SLE-109,S-O-103,22.49
SLE-110,S-O-103,24.13
SLE-111,S-O-103,24.91
SLE-303,S-O-103,24.27
SLE-304,S-O-103,24.27
S-O-103,S-O-103,0
S-O-104,S-O-103,9.31
S-O-201A,S-O-103,3.68
S-O-201B,S-O-103,6.34
VER-310A,S-O-103,5.75
VER-310B,S-O-103,10.69
VMA-109,S-O-103,12.3
VMA-110,S-O-103,8.92
VMA-111,S-O-103,10.38
VMA-306,S-O-103,12.21
VMA-307,S-O-103,12.01
VSP-103,S-O-103,18.21
VSP-104,S-O-103,19.94
VSP-107,S-O-103,17.95
VSP-108,S-O-103,19.45
VSP-109,S-O-103,15.25
VSP-205,S-O-103,21.71
VSP-206,S-O-103,18.72
AHU-101,S-O-104,18.76
AHU-102,S-O-104,18.55
AHU-103,S-O-104,18.76
AHU-104,S-O-104,19.04
AHU-105,S-O-104,16.5
AHU-106,S-O-104,23.19
AHU-107,S-O-104,17.16
AHU-201,S-O-104,19.79
AHU-202,S-O-104,18.76
ANJ-101,S-O-104,21.13
ANJ-309,S-O-104,18.15
ANJ-310,S-O-104,16.18
ANJ-311,S-O-104,23.42
ANJ-312,S-O-104,21.06
CDN-111,S-O-104,5.98
CDN-112,S-O-104,7.39
CDN-113,S-O-104,5.77
CDN-114,S-O-104,9.85
CDN-115,S-O-104,10.69
CDN-116,S-O-104,10.4
CDN-301,S-O-104,7.53
IBI-301,S-O-104,36.56
LAC-102,S-O-104,14.45
LAC-104,S-O-104,16.74
LAC-305,S-O-104,17.86
LAC-306,S-O-104,14.24
LAS-321,S-O-104,6.92
LAS-323,S-O-104,8.39
LAS-325,S-O-104,11.21
LAS-326,S-O-104,10.94
LAS-327,S-O-104,9.73
LAS-328,S-O-104,9.56
LAS-329,S-O-104,8.7
LAS-330,S-O-104,11
LAS-333,S-O-104,12.1
MHM-105,S-O-104,14.41
MHM-106,S-O-104,15.35
MHM-107,S-O-104,15.47
MHM-108,S-O-104,17
MHM-109,S-O-104,8.33
MHM-209,S-O-104,10.04
MHM-210,S-O-104,10.29
MHM-211,S-O-104,14.51
MTN-102,S-O-104,21.04
MTN-103,S-O-104,22.93
MTN-104,S-O-104,25.57
MTN-305,S-O-104,22.68
MTN-307,S-O-104,21.42
OUT-101,S-O-104,8.07
PMR-101,S-O-104,8.24
PMR-102,S-O-104,4.78
PMR-203,S-O-104,9.57
PMR-204,S-O-104,8.45
PRF-304B,S-O-104,28.82
PRF-304C,S-O-104,29.03
PRF-304D,S-O-104,27.08
PRF-304E,S-O-104,26.5
PRF-304F,S-O-104,23.24
RDP-101,S-O-104,25.41
RDP-102,S-O-104,22.58
RDP-103,S-O-104,25.41
RDP-105,S-O-104,29.27
RDP-106,S-O-104,28.98
RDP-107,S-O-104,22.51
RDP-201,S-O-104,24.53
RDP-202,S-O-104,24.85
RDP-203,S-O-104,22.51
RPP-101,S-O-104,8.33
RPP-102,S-O-104,11.02
RPP-103,S-O-104,13.32
RPP-104,S-O-104,11.24
RPP-201,S-O-104,11.69
RPP-204,S-O-104,10.73
RPP-205,S-O-104,13.4
SLA-363,S-O-104,15.56
SLA-364,S-O-104,12.46
SLA-365,S-O-104,16.76
SLA-366,S-O-104,16.54
SLA-367,S-O-104,24.38
SLA-368,S-O-104,23.55
SLA-369,S-O-104,12.68
SLA-370,S-O-104,14.14
SLA-371,S-O-104,15.21
SLE-109,S-O-104,22.07
SLE-110,S-O-104,23.71
SLE-111,S-O-104,24.49
SLE-303,S-O-104,23.86
SLE-304,S-O-104,23.86
S-O-103,S-O-104,10.09
S-O-104,S-O-104,0
S-O-201A,S-O-104,5.44
S-O-201B,S-O-104,2.68
VER-310A,S-O-104,6.86
VER-310B,S-O-104,5.5
VMA-109,S-O-104,5.94
VMA-110,S-O-104,1.86
VMA-111,S-O-104,3.65
VMA-306,S-O-104,4.84
VMA-307,S-O-104,5.65
VSP-103,S-O-104,17.79
VSP-104,S-O-104,19.53
VSP-107,S-O-104,17.54
VSP-108,S-O-104,19.03
VSP-109,S-O-104,14.83
VSP-205,S-O-104,21.3
VSP-206,S-O-104,18.3
AHU-101,S-O-201A,20.58
AHU-102,S-O-201A,20.37
AHU-103,S-O-201A,20.58
AHU-104,S-O-201A,20.86
AHU-105,S-O-201A,18.31
AHU-106,S-O-201A,25.01
AHU-107,S-O-201A,18.98
AHU-201,S-O-201A,21.6
AHU-202,S-O-201A,20.58
ANJ-101,S-O-201A,29.5
ANJ-309,S-O-201A,28.27
ANJ-310,S-O-201A,21.67
ANJ-311,S-O-201A,25.24
ANJ-312,S-O-201A,29.13
CDN-111,S-O-201A,6.61
CDN-112,S-O-201A,9.21
CDN-113,S-O-201A,9.55
CDN-114,S-O-201A,11.66
CDN-115,S-O-201A,12.51
CDN-116,S-O-201A,12.22
CDN-301,S-O-201A,9.35
IBI-301,S-O-201A,32.88
LAC-102,S-O-201A,10.77
LAC-104,S-O-201A,13.07
LAC-305,S-O-201A,14.19
LAC-306,S-O-201A,10.56
LAS-321,S-O-201A,3.93
LAS-323,S-O-201A,4.94
LAS-325,S-O-201A,5.61
LAS-326,S-O-201A,5.35
LAS-327,S-O-201A,4.12
LAS-328,S-O-201A,3.22
LAS-329,S-O-201A,3.66
LAS-330,S-O-201A,5.41
LAS-333,S-O-201A,6.35
MHM-105,S-O-201A,19.91
MHM-106,S-O-201A,20.84
MHM-107,S-O-201A,20.97
MHM-108,S-O-201A,25.55
MHM-109,S-O-201A,13.83
MHM-209,S-O-201A,15.54
MHM-210,S-O-201A,15.79
MHM-211,S-O-201A,20.01
MTN-102,S-O-201A,29.11
MTN-103,S-O-201A,31
MTN-104,S-O-201A,27.39
MTN-305,S-O-201A,24.5
MTN-307,S-O-201A,29.49
OUT-101,S-O-201A,13.98
PMR-101,S-O-201A,15.95
PMR-102,S-O-201A,10.65
PMR-203,S-O-201A,15.07
PMR-204,S-O-201A,13.95
PRF-304B,S-O-201A,25.15
PRF-304C,S-O-201A,26
PRF-304D,S-O-201A,25.95
PRF-304E,S-O-201A,22.83
PRF-304F,S-O-201A,19.57
RDP-101,S-O-201A,33.48
RDP-102,S-O-201A,30.95
RDP-103,S-O-201A,33.48
RDP-105,S-O-201A,37.65
RDP-106,S-O-201A,37.36
RDP-107,S-O-201A,34.59
RDP-201,S-O-201A,32.9
RDP-202,S-O-201A,33.23
RDP-203,S-O-201A,34.59
RPP-101,S-O-201A,16.24
RPP-102,S-O-201A,16.51
RPP-103,S-O-201A,23.44
RPP-104,S-O-201A,16.73
RPP-201,S-O-201A,20.59
RPP-204,S-O-201A,20.81
RPP-205,S-O-201A,22.87
SLA-363,S-O-201A,17.37
SLA-364,S-O-201A,14.28
SLA-365,S-O-201A,21.24
SLA-366,S-O-201A,18.36
SLA-367,S-O-201A,20.71
SLA-368,S-O-201A,19.87
SLA-369,S-O-201A,14.5
SLA-370,S-O-201A,20.37
SLA-371,S-O-201A,17.03
SLE-109,S-O-201A,23.89
SLE-110,S-O-201A,25.53
SLE-111,S-O-201A,26.31
SLE-303,S-O-201A,25.68
SLE-304,S-O-201A,25.68
S-O-103,S-O-201A,5.3
S-O-104,S-O-201A,5.45
S-O-201A,S-O-201A,0
S-O-201B,S-O-201A,2.76
VER-310A,S-O-201A,3.41
VER-310B,S-O-201A,7.7
VMA-109,S-O-201A,11.43
VMA-110,S-O-201A,8.05
VMA-111,S-O-201A,9.52
VMA-306,S-O-201A,11.35
VMA-307,S-O-201A,11.14
VSP-103,S-O-201A,19.61
VSP-104,S-O-201A,21.35
VSP-107,S-O-201A,19.36
VSP-108,S-O-201A,20.85
VSP-109,S-O-201A,16.65
VSP-205,S-O-201A,23.11
VSP-206,S-O-201A,20.12
AHU-101,S-O-201B,17.28
AHU-102,S-O-201B,17.07
AHU-103,S-O-201B,17.28
AHU-104,S-O-201B,17.56
AHU-105,S-O-201B,15.01
AHU-106,S-O-201B,21.71
AHU-107,S-O-201B,15.68
AHU-201,S-O-201B,18.3
AHU-202,S-O-201B,17.28
ANJ-101,S-O-201B,26.21
ANJ-309,S-O-201B,24.97
ANJ-310,S-O-201B,24.3
ANJ-311,S-O-201B,21.94
ANJ-312,S-O-201B,25.83
CDN-111,S-O-201B,3.31
CDN-112,S-O-201B,5.91
CDN-113,S-O-201B,6.25
CDN-114,S-O-201B,8.36
CDN-115,S-O-201B,9.21
CDN-116,S-O-201B,8.92
CDN-301,S-O-201B,6.05
IBI-301,S-O-201B,34.74
LAC-102,S-O-201B,12.64
LAC-104,S-O-201B,14.93
LAC-305,S-O-201B,16.05
LAC-306,S-O-201B,12.42
LAS-321,S-O-201B,4.22
LAS-323,S-O-201B,5.69
LAS-325,S-O-201B,9.4
LAS-326,S-O-201B,9.13
LAS-327,S-O-201B,7.92
LAS-328,S-O-201B,5.98
LAS-329,S-O-201B,6.89
LAS-330,S-O-201B,9.19
LAS-333,S-O-201B,10.28
MHM-105,S-O-201B,18.93
MHM-106,S-O-201B,19.86
MHM-107,S-O-201B,19.99
MHM-108,S-O-201B,22.25
MHM-109,S-O-201B,12.85
MHM-209,S-O-201B,14.56
MHM-210,S-O-201B,14.81
MHM-211,S-O-201B,19.03
MTN-102,S-O-201B,25.81
MTN-103,S-O-201B,27.7
MTN-104,S-O-201B,24.09
MTN-305,S-O-201B,21.2
MTN-307,S-O-201B,26.19
OUT-101,S-O-201B,10.68
PMR-101,S-O-201B,10.33
PMR-102,S-O-201B,7.01
PMR-203,S-O-201B,14.09
PMR-204,S-O-201B,12.97
PRF-304B,S-O-201B,27.01
PRF-304C,S-O-201B,27.55
PRF-304D,S-O-201B,25.6
PRF-304E,S-O-201B,23.78
PRF-304F,S-O-201B,21.43
RDP-101,S-O-201B,30.18
RDP-102,S-O-201B,27.65
RDP-103,S-O-201B,30.18
RDP-105,S-O-201B,34.35
RDP-106,S-O-201B,34.06
RDP-107,S-O-201B,31.29
RDP-201,S-O-201B,29.6
RDP-202,S-O-201B,29.93
RDP-203,S-O-201B,31.29
RPP-101,S-O-201B,12.94
RPP-102,S-O-201B,15.53
RPP-103,S-O-201B,20.14
RPP-104,S-O-201B,15.76
RPP-201,S-O-201B,17.29
RPP-204,S-O-201B,17.51
RPP-205,S-O-201B,19.57
SLA-363,S-O-201B,14.08
SLA-364,S-O-201B,10.98
SLA-365,S-O-201B,15.28
SLA-366,S-O-201B,15.06
SLA-367,S-O-201B,22.57
SLA-368,S-O-201B,21.73
SLA-369,S-O-201B,11.2
SLA-370,S-O-201B,12.65
SLA-371,S-O-201B,13.73
SLE-109,S-O-201B,20.59
SLE-110,S-O-201B,22.23
SLE-111,S-O-201B,23.01
SLE-303,S-O-201B,22.38
SLE-304,S-O-201B,22.38
S-O-103,S-O-201B,8.27
S-O-104,S-O-201B,2.68
S-O-201A,S-O-201B,2.76
S-O-201B,S-O-201B,0
VER-310A,S-O-201B,4.15
VER-310B,S-O-201B,5.16
VMA-109,S-O-201B,10.45
VMA-110,S-O-201B,7.08
VMA-111,S-O-201B,6.07
VMA-306,S-O-201B,10.37
VMA-307,S-O-201B,10.16
VSP-103,S-O-201B,16.31
VSP-104,S-O-201B,18.05
VSP-107,S-O-201B,16.06
VSP-108,S-O-201B,17.55
VSP-109,S-O-201B,13.35
VSP-205,S-O-201B,19.82
VSP-206,S-O-201B,16.82
AHU-101,VER-310A,21.13
AHU-102,VER-310A,20.93
AHU-103,VER-310A,21.13
AHU-104,VER-310A,21.41
AHU-105,VER-310A,18.87
AHU-106,VER-310A,25.56
AHU-107,VER-310A,19.53
AHU-201,VER-310A,22.16
AHU-202,VER-310A,21.13
ANJ-101,VER-310A,30.06
ANJ-309,VER-310A,28.83
ANJ-310,VER-310A,28.15
ANJ-311,VER-310A,25.8
ANJ-312,VER-310A,29.69
CDN-111,VER-310A,7.17
CDN-112,VER-310A,9.76
CDN-113,VER-310A,10.1
CDN-114,VER-310A,12.22
CDN-115,VER-310A,13.06
CDN-116,VER-310A,12.77
CDN-301,VER-310A,9.9
IBI-301,VER-310A,34.88
LAC-102,VER-310A,12.77
LAC-104,VER-310A,15.07
LAC-305,VER-310A,16.19
LAC-306,VER-310A,12.56
LAS-321,VER-310A,2.49
LAS-323,VER-310A,1.53
LAS-325,VER-310A,4.09
LAS-326,VER-310A,6.8
LAS-327,VER-310A,4.15
LAS-328,VER-310A,2.06
LAS-329,VER-310A,4.67
LAS-330,VER-310A,6.73
LAS-333,VER-310A,4.57
MHM-105,VER-310A,22.78
MHM-106,VER-310A,23.71
MHM-107,VER-310A,23.84
MHM-108,VER-310A,26.1
MHM-109,VER-310A,16.7
MHM-209,VER-310A,18.41
MHM-210,VER-310A,18.66
MHM-211,VER-310A,22.88
MTN-102,VER-310A,29.66
MTN-103,VER-310A,31.56
MTN-104,VER-310A,27.94
MTN-305,VER-310A,25.05
MTN-307,VER-310A,30.04
OUT-101,VER-310A,14.54
PMR-101,VER-310A,18.83
PMR-102,VER-310A,13.52
PMR-203,VER-310A,17.94
PMR-204,VER-310A,16.82
PRF-304B,VER-310A,27.15
PRF-304C,VER-310A,28
PRF-304D,VER-310A,27.95
PRF-304E,VER-310A,24.83
PRF-304F,VER-310A,21.56
RDP-101,VER-310A,34.03
RDP-102,VER-310A,31.51
RDP-103,VER-310A,34.03
RDP-105,VER-310A,38.2
RDP-106,VER-310A,37.91
RDP-107,VER-310A,35.14
RDP-201,VER-310A,33.46
RDP-202,VER-310A,33.78
RDP-203,VER-310A,35.14
RPP-101,VER-310A,16.79
RPP-102,VER-310A,19.39
RPP-103,VER-310A,23.99
RPP-104,VER-310A,19.61
RPP-201,VER-310A,21.14
RPP-204,VER-310A,21.36
RPP-205,VER-310A,23.42
SLA-363,VER-310A,17.93
SLA-364,VER-310A,14.83
SLA-365,VER-310A,23.24
SLA-366,VER-310A,18.91
SLA-367,VER-310A,22.7
SLA-368,VER-310A,21.87
SLA-369,VER-310A,15.05
SLA-370,VER-310A,16.51
SLA-371,VER-310A,17.58
SLE-109,VER-310A,24.44
SLE-110,VER-310A,26.08
SLE-111,VER-310A,26.86
SLE-303,VER-310A,26.23
SLE-304,VER-310A,26.23
S-O-103,VER-310A,6.32
S-O-104,VER-310A,7.63
S-O-201A,VER-310A,4.24
S-O-201B,VER-310A,5.01
VER-310A,VER-310A,0
VER-310B,VER-310A,9.34
VMA-109,VER-310A,14.31
VMA-110,VER-310A,10.93
VMA-111,VER-310A,12.39
VMA-306,VER-310A,14.22
VMA-307,VER-310A,14.02
VSP-103,VER-310A,20.16
VSP-104,VER-310A,21.9
VSP-107,VER-310A,19.91
VSP-108,VER-310A,21.4
VSP-109,VER-310A,17.2
VSP-205,VER-310A,23.67
VSP-206,VER-310A,20.67
AHU-101,VER-310B,21.65
AHU-102,VER-310B,21.45
AHU-103,VER-310B,21.65
AHU-104,VER-310B,21.93
AHU-105,VER-310B,19.39
AHU-106,VER-310B,26.09
AHU-107,VER-310B,20.05
AHU-201,VER-310B,22.68
AHU-202,VER-310B,21.65
ANJ-101,VER-310B,30.58
ANJ-309,VER-310B,21.76
ANJ-310,VER-310B,19.78
ANJ-311,VER-310B,26.32
ANJ-312,VER-310B,30.21
CDN-111,VER-310B,7.69
CDN-112,VER-310B,10.28
CDN-113,VER-310B,10.62
CDN-114,VER-310B,12.74
CDN-115,VER-310B,13.59
CDN-116,VER-310B,13.29
CDN-301,VER-310B,10.42
IBI-301,VER-310B,39.11
LAC-102,VER-310B,17.01
LAC-104,VER-310B,18.55
LAC-305,VER-310B,20.42
LAC-306,VER-310B,16.8
LAS-321,VER-310B,8.63
LAS-323,VER-310B,10.1
LAS-325,VER-310B,13.77
LAS-326,VER-310B,13.5
LAS-327,VER-310B,12.29
LAS-328,VER-310B,12.12
LAS-329,VER-310B,11.26
LAS-330,VER-310B,13.56
LAS-333,VER-310B,14.65
MHM-105,VER-310B,18.02
MHM-106,VER-310B,18.95
MHM-107,VER-310B,19.08
MHM-108,VER-310B,26.62
MHM-109,VER-310B,11.94
MHM-209,VER-310B,13.65
MHM-210,VER-310B,13.9
MHM-211,VER-310B,18.12
MTN-102,VER-310B,30.18
MTN-103,VER-310B,32.08
MTN-104,VER-310B,28.46
MTN-305,VER-310B,25.57
MTN-307,VER-310B,30.56
OUT-101,VER-310B,15.06
PMR-101,VER-310B,12.71
PMR-102,VER-310B,9.35
PMR-203,VER-310B,13.18
PMR-204,VER-310B,12.06
PRF-304B,VER-310B,31.38
PRF-304C,VER-310B,31.93
PRF-304D,VER-310B,29.97
PRF-304E,VER-310B,28.16
PRF-304F,VER-310B,25.8
RDP-101,VER-310B,34.56
RDP-102,VER-310B,32.03
RDP-103,VER-310B,34.56
RDP-105,VER-310B,38.72
RDP-106,VER-310B,38.43
RDP-107,VER-310B,26.12
RDP-201,VER-310B,33.98
RDP-202,VER-310B,34.3
RDP-203,VER-310B,26.12
RPP-101,VER-310B,12.81
RPP-102,VER-310B,14.62
RPP-103,VER-310B,16.93
RPP-104,VER-310B,14.84
RPP-201,VER-310B,21.66
RPP-204,VER-310B,14.34
RPP-205,VER-310B,17.01
SLA-363,VER-310B,18.45
SLA-364,VER-310B,15.35
SLA-365,VER-310B,19.6
SLA-366,VER-310B,19.43
SLA-367,VER-310B,26.94
SLA-368,VER-310B,26.11
SLA-369,VER-310B,15.57
SLA-370,VER-310B,17.03
SLA-371,VER-310B,18.1
SLE-109,VER-310B,24.96
SLE-110,VER-310B,26.6
SLE-111,VER-310B,27.38
SLE-303,VER-310B,26.75
SLE-304,VER-310B,26.75
S-O-103,VER-310B,12.65
S-O-104,VER-310B,7.21
S-O-201A,VER-310B,8.03
S-O-201B,VER-310B,5.5
VER-310A,VER-310B,8.57
VER-310B,VER-310B,0
VMA-109,VER-310B,9.54
VMA-110,VER-310B,7.64
VMA-111,VER-310B,8.12
VMA-306,VER-310B,9.46
VMA-307,VER-310B,9.25
VSP-103,VER-310B,20.68
VSP-104,VER-310B,22.42
VSP-107,VER-310B,20.43
VSP-108,VER-310B,21.92
VSP-109,VER-310B,17.72
VSP-205,VER-310B,24.19
VSP-206,VER-310B,21.19
AHU-101,VMA-109,20.68
AHU-102,VMA-109,20.47
AHU-103,VMA-109,20.68
AHU-104,VMA-109,20.95
AHU-105,VMA-109,18.41
AHU-106,VMA-109,16.98
AHU-107,VMA-109,19.08
AHU-201,VMA-109,21.7
